VTMagazynId,NumerKompletu,SztukiZeskanowane,SztukiDeklarowane,ZeskanowanychNaKomplet,NaKomplet,Wiazka,KodCiety,Pracownik,DokDostawy,DataUtworzenia,DataDostawy,Komplet,Deklarowany,autocompleteEnabled,wymuszonaIlosc,DataDopisu,DopisanaIlosc,DostawaDopis,Uwagi,CietyWiazka,Rodzina,Wiazka,LiterRodziny,KodWiazki,IlePrzewodow,PrzewodCiety,BIN,IndeksScala,KanBan,Uwagi,DataUtworzenia,DeleteDate,Deleted
87c495f7-dc03-4502-96f1-08d8434f7ded,0,2,2,20,20,23419012A,GEB16422,stelmach,49747260,08/20/2020 11:04:52,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
da4e4092-f80f-45b4-96f2-08d8434f7ded,0,13,13,18,18,23419010A,GEB16221,filonowicz,49747260,08/20/2020 11:05:10,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
b59d22ac-002f-47c4-96f3-08d8434f7ded,0,7,7,18,18,23419004A,GEB15621,filonowicz,49747260,08/20/2020 11:05:27,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
7e42eeee-d15d-4e09-96f4-08d8434f7ded,0,1,1,16,16,23419142A,GEB14122,filonowicz,49747260,08/20/2020 11:05:39,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
ed1ab874-c202-4d5d-96f5-08d8434f7ded,0,6,6,18,18,23419114A,GEB19522,stelmach,49747260,08/20/2020 11:05:44,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
928b2edc-17c6-4402-96f6-08d8434f7ded,0,1,1,16,16,23419142A,GEB14121,filonowicz,49747260,08/20/2020 11:05:48,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
fc0b8ec4-df93-4622-96f7-08d8434f7ded,0,2,2,16,16,23419140A,GEB14022,filonowicz,49747260,08/20/2020 11:06:08,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
60e056d4-5a60-4d2f-96f8-08d8434f7ded,0,21,21,16,16,23419139A,GEB13922,stelmach,49747260,08/20/2020 11:06:14,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
1eaee4e9-3b1d-4991-96f9-08d8434f7ded,0,2,2,16,16,23419140A,GEB14021,filonowicz,49747260,08/20/2020 11:06:17,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
86a2dd8b-dd85-4136-96fa-08d8434f7ded,0,2,2,16,16,23419136A,GEB13822,filonowicz,49747260,08/20/2020 11:06:30,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
035675aa-0a0b-4886-96fb-08d8434f7ded,0,2,2,16,16,23419136A,GEB13821,filonowicz,49747260,08/20/2020 11:06:38,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
4ce4fbea-44de-446a-96fc-08d8434f7ded,0,1,1,16,16,23419134A,GEB13622,filonowicz,49747260,08/20/2020 11:06:51,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
52d7540c-8e77-481c-96fd-08d8434f7ded,0,1,1,16,16,23419134A,GEB13621,stelmach,49747260,08/20/2020 11:07:03,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
103ba5f6-8881-4595-96fe-08d8434f7ded,0,1,1,18,18,23419006A,GEB15821,filonowicz,49747260,08/20/2020 11:07:06,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
56952d78-a8f9-4306-96ff-08d8434f7ded,0,7,7,18,18,23419004A,GEB15622,filonowicz,49747260,08/20/2020 11:07:35,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
a92ec327-52ec-4b06-9700-08d8434f7ded,0,15,15,18,18,23419005A,GEB15721,filonowicz,49747260,08/20/2020 11:07:48,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
3da115cf-872f-46ac-9701-08d8434f7ded,0,15,15,18,18,23419005A,GEB15722,filonowicz,49747260,08/20/2020 11:07:53,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
f3dbdef6-90be-4bf4-9702-08d8434f7ded,0,2,2,16,16,23419133A,GEB13522,stelmach,49747260,08/20/2020 11:07:55,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0f3f2416-1942-4ca3-9703-08d8434f7ded,0,2,2,16,16,23419133A,GEB13521,stelmach,49747260,08/20/2020 11:08:04,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
d9b7e4f9-8962-408a-9704-08d8434f7ded,0,13,13,18,18,23419010A,GEB16222,filonowicz,49747260,08/20/2020 11:08:29,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
33bc78a1-7ae6-437d-9705-08d8434f7ded,0,1,1,28,35,23102720A,GEB11022,stelmach,49747260,08/20/2020 11:08:34,08/19/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
e7db218e-e478-4e99-9706-08d8434f7ded,0,1,1,28,35,23102720A,GEB11021,stelmach,49747260,08/20/2020 11:08:47,08/19/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
a222399f-de76-448a-9707-08d8434f7ded,0,17,17,16,16,23419083A,GEB17521,filonowicz,49747260,08/20/2020 11:08:56,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
17c5945a-d18e-4685-9708-08d8434f7ded,0,21,21,16,16,23419139A,GEB13921,stelmach,49747260,08/20/2020 11:09:03,08/19/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0ecb9528-a026-4662-9709-08d8434f7ded,0,1,1,28,35,23102720A,GEB11027,filonowicz,49747260,08/20/2020 11:11:28,08/19/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
a4f6e320-a08d-427a-970a-08d8434f7ded,0,11,11,18,18,23419170A,AEB21904,filonowicz,49734886,08/20/2020 12:30:43,08/18/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
bb98fbed-5767-481d-970b-08d8434f7ded,0,14,14,18,18,23419162A,AEB21204,filonowicz,49734886,08/20/2020 12:30:47,08/18/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0759ed8f-d33c-40fd-970c-08d8434f7ded,0,2,2,17,18,23419005A,SEB15716,filonowicz,49758396,08/21/2020 12:48:35,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
e6927e62-eda1-41d3-970d-08d8434f7ded,0,1,1,18,18,23419004A,SEB15616,filonowicz,49758396,08/21/2020 12:48:41,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
1546aba1-8e16-4c66-970e-08d8434f7ded,0,15,15,18,18,23419106A,SEB19216,filonowicz,49758396,08/21/2020 12:48:46,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
2556210a-3513-4c3e-970f-08d8434f7ded,0,2,2,16,16,23419133A,SEB13516,filonowicz,49758396,08/21/2020 12:48:51,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
7bb38a3f-803e-42de-9710-08d8434f7ded,0,3,3,16,16,23419135A,SEB13716,filonowicz,49758396,08/21/2020 12:48:55,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
909f4291-b4e7-4a5b-9711-08d8434f7ded,0,6,6,16,16,23419132A,SEB13416,filonowicz,49758396,08/21/2020 12:49:00,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
ba0054f4-49c1-4dbb-9712-08d8434f7ded,0,35,35,18,18,23419164A,SEB21416,filonowicz,49758396,08/21/2020 12:49:03,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
f6182c03-e075-49b0-9713-08d8434f7ded,0,14,14,18,18,23419160A,SEB21016,filonowicz,49758396,08/21/2020 12:49:06,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
9a17af50-edd2-42f7-9714-08d8434f7ded,0,18,18,18,18,23419110A,SEB19316,filonowicz,49758396,08/21/2020 12:49:08,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
1f39b276-f545-4308-9715-08d8434f7ded,0,88,88,16,16,23419117A,SEB22216,filonowicz,49758396,08/21/2020 12:49:12,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
19d9046d-a9e0-45c4-9716-08d8434f7ded,0,1,1,18,18,23419101A,SEB18916,filonowicz,49758396,08/21/2020 12:49:26,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
2ae865bd-0215-4480-9717-08d8434f7ded,0,9,9,18,18,23419100A,SEB18816,filonowicz,49758396,08/21/2020 12:49:33,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
f17fed66-6a0e-4122-9718-08d8434f7ded,0,9,9,18,18,23419100A,AEB18813,filonowicz,49758396,08/21/2020 12:53:30,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
88b4e31f-b09c-464c-9719-08d8434f7ded,0,14,14,18,18,23419160A,AEB21013,filonowicz,49758396,08/21/2020 12:53:36,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
afec46ba-0b53-4414-971a-08d8434f7ded,0,15,15,18,18,23419106A,AEB19213,filonowicz,49758396,08/21/2020 12:53:40,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
4ea0c80c-1450-416c-971b-08d8434f7ded,0,18,18,18,18,23419110A,AEB19313,filonowicz,49758396,08/21/2020 12:53:44,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
dd91b2b9-66ab-4f2b-971c-08d8434f7ded,0,88,88,16,16,23419117A,AEB22210,filonowicz,49758396,08/21/2020 12:54:03,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
000d5ea2-7b94-446a-971d-08d8434f7ded,0,14,14,18,18,23419160A,AEB21010,filonowicz,49758396,08/21/2020 12:54:15,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
bbc07c94-6e47-449e-971e-08d8434f7ded,0,35,35,18,18,23419164A,AEB21410,filonowicz,49758396,08/21/2020 12:54:22,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
29d8b586-dd81-48c9-971f-08d8434f7ded,0,18,18,18,18,23419110A,AEB19310,filonowicz,49758396,08/21/2020 12:54:27,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
3a0dde52-86d6-41d5-9720-08d8434f7ded,0,88,88,16,16,23419117A,AEB22209,filonowicz,49758396,08/21/2020 12:54:32,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
155c997d-b86d-44fb-9721-08d8434f7ded,0,1,1,18,18,23419101A,AEB18910,filonowicz,49758396,08/21/2020 12:54:44,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
32e3d20a-07c4-4f90-9722-08d8434f7ded,0,15,15,18,18,23419106A,AEB19210,filonowicz,49758396,08/21/2020 12:54:49,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
aea83643-dd64-4634-9723-08d8434f7ded,0,9,9,18,18,23419100A,AEB18810,filonowicz,49758396,08/21/2020 12:54:54,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
89ca3ef0-39b4-4120-9724-08d8434f7ded,0,2,2,17,18,23419005A,AEB15710,filonowicz,49758396,08/21/2020 12:55:00,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
4dcac028-2ca3-4467-9725-08d8434f7ded,0,35,35,18,18,23419164A,AEB21409,filonowicz,49758396,08/21/2020 12:56:25,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
6d961061-fb2a-477d-9726-08d8434f7ded,0,18,18,18,18,23419110A,AEB19303,filonowicz,49758396,08/21/2020 12:56:50,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
ac9bc87a-6a68-4eee-9727-08d8434f7ded,0,15,15,18,18,23419106A,AEB19203,filonowicz,49758396,08/21/2020 12:57:02,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
e15e71e4-3b20-423f-9728-08d8434f7ded,0,14,14,18,18,23419160A,AEB21003,filonowicz,49758396,08/21/2020 12:57:09,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
46382bcd-5e4c-4cf7-9729-08d8434f7ded,0,35,35,18,18,23419164A,AEB21403,filonowicz,49758396,08/21/2020 12:57:19,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
56e50a93-90ae-41ba-972a-08d8434f7ded,0,2,2,17,18,23419005A,AEB15703,filonowicz,49758396,08/21/2020 12:57:40,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
70dd51d0-1eeb-49f8-972b-08d8434f7ded,0,9,9,18,18,23419100A,AEB18803,filonowicz,49758396,08/21/2020 12:57:44,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c2199024-eeac-4620-972c-08d8434f7ded,0,1,1,18,18,23419101A,AEB18903,filonowicz,49758396,08/21/2020 12:57:51,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
7edc5109-2560-43fc-972d-08d8434f7ded,0,15,15,18,18,23419106A,GEB19233,filonowicz,49758396,08/21/2020 12:57:55,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0d5ad22e-f20e-41ea-972e-08d8434f7ded,0,1,1,18,18,23419101A,GEB18934,filonowicz,49758396,08/21/2020 12:57:59,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
3620ecf9-3180-44b3-972f-08d8434f7ded,0,1,1,18,18,23419004A,AEB15603,filonowicz,49758396,08/21/2020 12:58:04,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
1c1f9ee3-be5b-41ba-9730-08d8434f7ded,0,3,3,16,16,23419135A,AEB13703,filonowicz,49758396,08/21/2020 12:58:11,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0a98eabc-d702-4d2c-9731-08d8434f7ded,0,2,2,16,16,23419133A,AEB13503,filonowicz,49758396,08/21/2020 12:58:18,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c24b8df8-2014-4af2-9732-08d8434f7ded,0,6,6,16,16,23419132A,AEB13403,filonowicz,49758396,08/21/2020 12:58:23,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
af283583-10ad-42f6-9733-08d8434f7ded,0,9,9,18,18,23419100A,GEB18834,filonowicz,49758396,08/21/2020 12:58:27,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
cb96ca61-0c4c-4ec7-9734-08d8434f7ded,0,9,9,18,18,23419100A,GEB18833,filonowicz,49758396,08/21/2020 12:58:33,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c813df66-3f71-447b-9735-08d8434f7ded,0,1,1,18,18,23419101A,GEB18933,filonowicz,49758396,08/21/2020 12:58:37,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
f5fffba9-fbed-4cf3-9736-08d8434f7ded,0,1,1,18,18,23419004A,GEB15634,filonowicz,49758396,08/21/2020 12:58:40,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
43aa2c4e-25b0-4f53-9737-08d8434f7ded,0,1,1,18,18,23419004A,GEB15633,filonowicz,49758396,08/21/2020 12:59:57,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c286a1e5-cd10-450e-9738-08d8434f7ded,0,3,3,16,16,23419135A,GEB13734,filonowicz,49758396,08/21/2020 13:00:03,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
587220aa-5b0f-445f-9739-08d8434f7ded,0,2,2,17,18,23419005A,GEB15733,filonowicz,49758396,08/21/2020 13:00:13,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
00b8216c-c389-4c92-973a-08d8434f7ded,0,2,2,17,18,23419005A,GEB15734,filonowicz,49758396,08/21/2020 13:00:19,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
599c8e55-67e1-4d1a-973b-08d8434f7ded,0,2,2,16,16,23419133A,GEB13534,filonowicz,49758396,08/21/2020 13:00:22,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
8ae39ba9-43ee-49c8-973c-08d8434f7ded,0,2,2,16,16,23419133A,AEB13502,filonowicz,49758396,08/21/2020 13:00:31,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
06f19bcc-d80d-435b-973d-08d8434f7ded,0,6,6,16,16,23419132A,GEB13434,filonowicz,49758396,08/21/2020 13:00:44,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
e3db9765-253e-4b5c-973e-08d8434f7ded,0,1,1,18,18,23419004A,AEB15602,filonowicz,49758396,08/21/2020 13:00:49,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
caf1e2ee-d3c7-4fb9-973f-08d8434f7ded,0,3,3,16,16,23419135A,AEB13702,filonowicz,49758396,08/21/2020 13:00:54,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c7d2391b-d00d-45f3-9740-08d8434f7ded,0,2,2,17,18,23419005A,AEB15702,filonowicz,49758396,08/21/2020 13:00:58,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
13d162c1-8742-49fd-9741-08d8434f7ded,0,1,1,18,18,23419101A,AEB18902,filonowicz,49758396,08/21/2020 13:01:02,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
00b1844e-7f27-43a2-9742-08d8434f7ded,0,14,14,18,18,23419160A,AEB21002,filonowicz,49758396,08/21/2020 13:01:07,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
4f48298d-d979-4444-9743-08d8434f7ded,0,35,35,18,18,23419164A,AEB21402,filonowicz,49758396,08/21/2020 13:01:14,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
2da8ff6c-eca2-499e-9744-08d8434f7ded,0,6,6,16,16,23419132A,AEB13402,filonowicz,49758396,08/21/2020 13:01:19,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
dcded383-2077-4d58-9745-08d8434f7ded,0,9,9,18,18,23419100A,AEB18802,filonowicz,49758396,08/21/2020 13:01:24,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
de7fdbd0-ed37-439b-9746-08d8434f7ded,0,15,15,18,18,23419106A,AEB19202,filonowicz,49758396,08/21/2020 13:01:31,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0f868e35-2a19-4af3-9747-08d8434f7ded,0,18,18,18,18,23419110A,AEB19302,filonowicz,49758396,08/21/2020 13:01:38,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
6c93c25d-0506-439e-9748-08d8434f7ded,0,88,88,16,16,23419117A,AEB22202,filonowicz,49758396,08/21/2020 13:01:44,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c7af0aea-cd49-48cb-9749-08d8434f7ded,0,1,1,18,18,23419101A,AEB18913,filonowicz,49758396,08/21/2020 13:02:39,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
95e165f0-7e51-4636-974a-08d8434f7ded,0,2,2,17,18,23419005A,AEB15713,filonowicz,49758396,08/21/2020 13:02:48,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
f7c4bc7c-0747-4381-974b-08d8434f7ded,0,1,1,18,18,23419004A,AEB15613,filonowicz,49758396,08/21/2020 13:02:53,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
a6750af6-05e0-49c7-974c-08d8434f7ded,0,3,3,16,16,23419135A,AEB13713,filonowicz,49758396,08/21/2020 13:02:57,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
14837666-2ac0-4f75-974d-08d8434f7ded,0,6,6,16,16,23419132A,AEB13413,filonowicz,49758396,08/21/2020 13:03:04,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
e88763db-32fd-4ad3-974e-08d8434f7ded,0,2,2,16,16,23419133A,AEB13513,filonowicz,49758396,08/21/2020 13:03:11,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
8b2b351e-7cd9-4ee5-974f-08d8434f7ded,0,35,35,18,18,23419164A,AEB21413,filonowicz,49758396,08/21/2020 13:03:17,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
51b63021-f058-4294-9750-08d8434f7ded,0,88,88,16,16,23419117A,AEB22213,filonowicz,49758396,08/21/2020 13:03:23,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
d9b87694-6e19-40b4-9751-08d8434f7ded,0,2,2,16,16,23419133A,AEB13512,filonowicz,49758396,08/21/2020 13:03:32,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
40ad7d16-46a8-4dc3-9752-08d8434f7ded,0,1,1,18,18,23419004A,AEB15612,filonowicz,49758396,08/21/2020 13:03:40,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
b02f0f85-ff3b-4a52-9753-08d8434f7ded,0,3,3,16,16,23419135A,AEB13712,filonowicz,49758396,08/21/2020 13:03:45,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
c98ca140-0507-4a91-9754-08d8434f7ded,0,2,2,17,18,23419005A,AEB15712,filonowicz,49758396,08/21/2020 13:03:52,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
242b9e4b-82b7-4c52-9755-08d8434f7ded,0,6,6,16,16,23419132A,AEB13412,filonowicz,49758396,08/21/2020 13:03:57,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
8b6fb724-8b00-4805-9756-08d8434f7ded,0,1,1,18,18,23419101A,AEB18912,filonowicz,49758396,08/21/2020 13:04:03,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
f440bf2c-e314-436a-9757-08d8434f7ded,0,14,14,18,18,23419160A,AEB21012,filonowicz,49758396,08/21/2020 13:04:09,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
f9b719d5-20ff-4df2-9758-08d8434f7ded,0,15,15,18,18,23419106A,AEB19212,filonowicz,49758396,08/21/2020 13:04:14,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
8f57a417-648c-4e9b-9759-08d8434f7ded,0,88,88,16,16,23419117A,AEB22212,filonowicz,49758396,08/21/2020 13:04:19,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
e0dcb9f9-d6ca-4975-975a-08d8434f7ded,0,9,9,18,18,23419100A,AEB18812,filonowicz,49758396,08/21/2020 13:04:26,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
7419d68a-0c67-4b36-975b-08d8434f7ded,0,18,18,18,18,23419110A,AEB19312,filonowicz,49758396,08/21/2020 13:04:32,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
a9a8175e-d439-4a0f-975c-08d8434f7ded,0,35,35,18,18,23419164A,AEB21412,filonowicz,49758396,08/21/2020 13:04:37,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
28a78576-528a-4437-975d-08d8434f7ded,0,88,88,16,16,23419117A,AEB22211,filonowicz,49758396,08/21/2020 13:04:51,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
b0863098-1f70-42cc-975e-08d8434f7ded,0,14,14,18,18,23419160A,AEB21011,filonowicz,49758396,08/21/2020 13:04:58,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
6c0b8bda-9666-4986-975f-08d8434f7ded,0,18,18,18,18,23419110A,AEB19311,filonowicz,49758396,08/21/2020 13:05:03,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
0bce820a-6f3d-44be-9760-08d8434f7ded,0,35,35,18,18,23419164A,AEB21411,filonowicz,49758396,08/21/2020 13:05:08,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
dffd3055-6c43-472b-9761-08d8434f7ded,0,2,2,17,18,23419005A,AEB15711,filonowicz,49758396,08/21/2020 13:05:14,08/20/2020 00:00:00,False,True,True,False,,0,,,,,,,,,,,,False,,,,False
64dd63b9-e3f8-4bd4-9762-08d8434f7ded,0,9,9,18,18,23419100A,AEB18811,filonowicz,49758396,08/21/2020 13:05:21,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
3afb957b-3153-42f5-9763-08d8434f7ded,0,15,15,18,18,23419106A,AEB19211,filonowicz,49758396,08/21/2020 13:05:31,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
33d5d8a1-4881-4f6e-9764-08d8434f7ded,0,6,6,16,16,23419132A,AEB13411,filonowicz,49758396,08/21/2020 13:05:40,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
74fa6552-752b-435d-9765-08d8434f7ded,0,2,2,16,16,23419133A,AEB13511,filonowicz,49758396,08/21/2020 13:05:46,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
baf5be3a-f59c-4ba9-9766-08d8434f7ded,0,3,3,16,16,23419135A,AEB13711,filonowicz,49758396,08/21/2020 13:05:52,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
b999cffb-b95a-4cce-9767-08d8434f7ded,0,1,1,18,18,23419004A,AEB15611,filonowicz,49758396,08/21/2020 13:05:57,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
ae04d755-ed5f-4624-9768-08d8434f7ded,0,1,1,18,18,23419101A,AEB18911,filonowicz,49758396,08/21/2020 13:06:02,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
efeffcc4-bd8d-456e-9769-08d8434f7ded,0,35,35,18,18,23419164A,AEB21406,filonowicz,49758396,08/21/2020 13:06:38,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
1e93476d-f755-47cc-976a-08d8434f7ded,0,14,14,18,18,23419160A,AEB21006,filonowicz,49758396,08/21/2020 13:06:45,08/20/2020 00:00:00,True,True,True,False,,0,,,,,,,,,,,,False,,,,False
