DostawaId,Kod,Ilosc,Data,DataUtworzenia,Uwagi,CietyWiazka,Rodzina,Wiazka,LiterRodziny,KodWiazki,IlePrzewodow,PrzewodCiety,BIN,IndeksScala,KanBan,Uwagi,DataUtworzenia,DeleteDate,Deleted
658cd0ba-6b65-497d-829a-08d8433e8fca,PLCAEB19402,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
f04622ee-f36f-42b0-829b-08d8433e8fca,PLCAEB19403,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
906698fd-05a8-468d-829c-08d8433e8fca,PLCAEB19404,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
10317499-57ab-46bc-829d-08d8433e8fca,PLCAEB19405,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
65949d9b-1322-4e72-829e-08d8433e8fca,PLCAEB19406,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
8796c56d-3fdd-4458-829f-08d8433e8fca,PLCAEB19408,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
752ba839-2cce-469e-82a0-08d8433e8fca,PLCAEB19409,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
e34854d0-abbb-4a0c-82a1-08d8433e8fca,PLCAEB19410,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
09a4a7ed-09f2-498a-82a2-08d8433e8fca,PLCAEB19411,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
98864633-b325-4f37-82a3-08d8433e8fca,PLCAEB19412,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
efedbff2-000e-4871-82a4-08d8433e8fca,PLCAEB19413,21,08/18/2020 00:00:00,08/18/2020 08:18:47,,,,,,,,,,,False,,,,False
8d78a014-693d-4a05-82a5-08d8433e8fca,PLCAEB19420,21,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
929b06e9-96d7-4529-82a6-08d8433e8fca,PLCAEB19421,21,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
cbbdc94c-9309-4bab-82a7-08d8433e8fca,PLCAEB20902,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
2a06bd43-4fe2-4d8d-82a8-08d8433e8fca,PLCAEB20903,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
5e7cc222-1ce1-407e-82a9-08d8433e8fca,PLCAEB20904,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
ac76f035-1f69-4f86-82aa-08d8433e8fca,PLCAEB20905,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
aa86a4cf-ac8d-42c9-82ab-08d8433e8fca,PLCAEB20906,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
5f35f15a-930f-4219-82ac-08d8433e8fca,PLCAEB20908,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
02ea749a-9911-4fa7-82ad-08d8433e8fca,PLCAEB20909,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
9b22a277-fdfe-47ee-82ae-08d8433e8fca,PLCAEB20910,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
756b27d7-a607-4ec2-82af-08d8433e8fca,PLCAEB20911,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
a4ce3668-20e8-4981-82b0-08d8433e8fca,PLCAEB20912,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
c6a8abb9-1885-4c13-82b1-08d8433e8fca,PLCAEB20913,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
d6bfcb97-4092-4da9-82b2-08d8433e8fca,PLCAEB20920,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
e63b5928-e7dc-44ad-82b3-08d8433e8fca,PLCAEB20921,35,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
d2b48184-4e4f-406c-82b4-08d8433e8fca,PLCAEB21002,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
fee0bcfd-481b-47b4-82b5-08d8433e8fca,PLCAEB21003,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
5542d9f3-649c-460b-82b6-08d8433e8fca,PLCAEB21004,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
05f41064-dc8b-4e97-82b7-08d8433e8fca,PLCAEB21005,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
216a2c80-b060-4990-82b8-08d8433e8fca,PLCAEB21006,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
cb7a4715-9a24-4271-82b9-08d8433e8fca,PLCAEB21008,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
f411bc6b-2049-45e7-82ba-08d8433e8fca,PLCAEB21009,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
b284ff30-d68d-4999-82bb-08d8433e8fca,PLCAEB21010,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
a2c15a7a-90f6-491e-82bc-08d8433e8fca,PLCAEB21011,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
0338aa3e-f080-4410-82bd-08d8433e8fca,PLCAEB21012,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
2ba360c8-d069-4045-82be-08d8433e8fca,PLCAEB21013,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
9f810dda-db4c-4c6f-82bf-08d8433e8fca,PLCAEB21020,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
4707ec13-e313-485d-82c0-08d8433e8fca,PLCAEB21021,112,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
fd38622f-a9b5-45f6-82c1-08d8433e8fca,PLCAEB21202,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
99a032e1-9cb9-4713-82c2-08d8433e8fca,PLCAEB21203,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
69bcf33b-e6f8-43b8-82c3-08d8433e8fca,PLCAEB21204,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
a4247c47-2756-4577-82c4-08d8433e8fca,PLCAEB21205,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
380bf8cf-ed4e-45ff-82c5-08d8433e8fca,PLCAEB21206,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
23b284be-89b6-42fd-82c6-08d8433e8fca,PLCAEB21208,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
